offensive_language,tweet
2.0,Yeah Chris Brown definitely the realest waffle cone colored nigga of all time for that no bullshit song b that's exactly how I be feelin
3.0,Yeah bitches. You know he was hot shit back in the day http://t.co/z9cGLJTKow
3.0,Yeah bitch
3.0,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit
3.0,Yeaaa bitch I be with dog like shaggy yea we stay clean but we get dirty like Harry
3.0,"Yea, my bitch is crazy. So what?"
2.0,"Yea, Mike had a bitch-ass referee in Tokyo @Royceda59"
3.0,Yea you bad but hoe so what??
2.0,Yea you bad but hoe so what
1.0,yea so about @N_tel 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol
3.0,Yea randy that white 745 changed my whole mind that hoe nice
2.0,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can"""
3.0,"Yea I'm illiterate, hot as a skillet bitch. &#128079;"
3.0,Yea I see ya hoe
0.0,Yea buddy RT @YallJustDontKno: A lot of NBA trash talk going on
3.0,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET
1.0,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
3.0,"Yaz bitch yaz, http://t.co/EOmRMqWNqT"
3.0,Yayyyy I'm gonna be jacking off to these bitches all day today http://t.co/LEmILFu1
0.0,yaya ho.. cute avi tho RT @ViVaLa_Ari I had no idea she was sleep &#128553;
2.0,Yay I'm a redneck piece of shit! #sorrynotsorry
0.0,yay I like when jacob has colored layouts
0.0,Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG
2.0,Yasss bitches I'm brown&#128540;
3.0,Yasss bitch yass
3.0,Yas bitches YAS &#128588; http://t.co/bsrWTMKw87
3.0,Yas bitches http://t.co/yey8ml5snK
0.0,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;
0.0,Yanks choked too..... Lost 4 strait remember
0.0,Yankees shouldn't rely on the long ball in the playoffs #Yankees #MLB
0.0,Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants
0.0,Yankees season over tho. So yeah.
0.0,Yankees great Joe DiMaggio reportedly used to beat wife Marilyn Monroe. Here she is in 1954 announcing divorce http://t.co/blS7dalMiF
0.0,Yankees getting killed
0.0,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
0.0,Yankee homeruns make me all tingly.
3.0,Yandy gotta pay me for dick im sorry...that bitch ugly
3.0,Yall trustin these hoes... I've never been that gullible
3.0,Yall see Chojis kid? Big ass black bitch
3.0,yall pussies i swur
3.0,Yall out here fuckin other women's men risking ya life &amp; freedom but I'm out here single &amp; dolo with no bitch you gotta worry about.
3.0,Yall live for bitches and blunts. We live for weed and money!!!!!!
3.0,Yall letting these hoes fuck you with the strap after you said no?
0.0,Yall know Skip Bayless is about to slit his wrists over Romo! Lol
3.0,Yall hoes still play around with the wrong shit I see.. Smh.
3.0,Yall hoes got nothing better to do than to gossip and play telephone.
3.0,"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?"
2.0,yall crazy hoes need jesus lol
3.0,Yall couldn't wAit till Halloween to dress up like hoes
3.0,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
3.0,Yall black ass hoes aint east African
3.0,Yall bitches should be girlfriends for Halloween since yall been sidechiccs all year &#128514;&#128557;&#128564;
2.0,Yall bitches only muslim when yall hair fucked up ctfu stop that youngs!!
3.0,Yall bitches be liking yall asses ate lmfao
2.0,yal some faggots yup nigga you n you fuckin fruit cups.
3.0,Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4
3.0,Yahhhhhh bitch YAHHHH
3.0,"Yaaasss! RT @LoveMsLiz: When a hoe is talking about how they really don't be hoes..... &#128530; like girl, if you gotta explain it.. 9/10 a hoe."
2.0,"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" &#128514;&#128514; that's basically how girls work."""
3.0,"Yaaaasss, bitch! RT @xtina: In more important news... &#127926; http://t.co/Z3b8XVHUty"
3.0,Yaaaas bitch yaaaaaas
3.0,Yaaaaaas bitch
0.0,Ya'll take note. There ain't never tornadoes where colored folk live
2.0,ya'll niggers have a good thanksgiving
3.0,"Ya need a real nigga shawty, so come &amp; throw that pussy shawty.

Studio"
2.0,Ya lit stupid ass bitch I ain't fuccin witchuuuu &#128581;&#128683;
3.0,Ya last nicca couldn't beat it ... I hit it like a free throw!
3.0,Ya last nicca couldn't beat it .. I hit it like a free throw!
3.0,Ya kno nigga got two accounts...&#128586; RT @i_EaT_PIE: When the lil bitch start Tweetin... She'll see these tweets or someone will snitch
3.0,ya girl pussy is trash as fuck.
3.0,Ya bitches dumb as fuck for the felon.
3.0,Ya bitch wnna ride with me
3.0,Ya bitch pussy good I ain't heard it .... I been in there! &#128540;&#128541;&#128541;&#128540;
3.0,Ya bitch got my dirty pistol in her crib uoeno it
3.0,Ya bitch choosin http://t.co/lHvGnYZCkr
3.0,Ya bitch basic if she trippin off your social networks profiles.
3.0,"Ya bitch aint bad nigga, u aint got no taste"
3.0,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me
2.0,Y'all weird on here. Fake hoes for attention
3.0,Y'all wake tf up. Y'all are pussies it's summer time turn tf up!
3.0,Y'all tweet the same shit everytime I get back on this bitch
3.0,Y'all trying to use The Lord to sell pussy on this corner... I already know!
2.0,Y'all think @Paula_Deen would call my daughter a nigger? http://t.co/AiOIFhXDmT
1.0,Y'all suck on flappy bird
0.0,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;
0.0,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao"
2.0,y'all remember that tall ass dyke named Jay??? Lmfaooo
3.0,Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?
2.0,Y'all pussy ass niqqa need to make some moves &amp;&amp; get up there &#128524;&#9992;&#65039;
3.0,Y'all motha fuckas best love my foam party in July. This shit is already a bitch.
3.0,y'all moms was hoes with no morals so i ain't surprised
2.0,Y'all Mfs better believe in karma ... That bitch oh so real
2.0,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference"
3.0,Y'all lonely ass bitches sure do give out a lot of relationship advice....
3.0,Y'all know what I'm thankful for..... Ya bitch lmaoo my sister funny
3.0,y'all I'm so mad I wasted them calories on that honey bun.. that ho was dry as hell &#128553;
1.0,Y'all hoes really get mad cause a nigga don't want cha
3.0,Y'all hoes nasty letting any body hit an eat y'all out smh
3.0,Y'all hoes love everyday
3.0,"Y'all hoes don't need a valentine , Y'all need Jesus"
2.0,"Y'all hoes broke, be stealing from the mall but be flexing"
3.0,"Y'all folks basic , ya parents both racist , I'm lawyering these hoes out here , beatin cases"
3.0,Y'all entertained by these bitch az niggas hitting women? Smh Who raised you?
3.0,Y'all dumb bitches out here FUCKING UP
3.0,"Y'all can say ""Imma make it way farther than you.""all you want but aye I'm gonna have fun bitch so SUCK A DIIICCCKKK!!"
3.0,"Y'all can have these so called ""bad bitches"". I'm looking for a nerd like Rocky Balboa had."
3.0,Y'all can have Skylar Diggins. looks like a tranny to me
3.0,Y'all bitches want a good dude but can't be real at all then want to blame them for their reaction to your bullshit. Grow the fuck up.
3.0,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
3.0,Y'all bitches need to sandos!
2.0,Y'all bitches FAKE &#128514;&#128557;
3.0,Y'all bitches better stop the madness .....
3.0,"Y'all bitches be coming up with some dumb shit... What the fuck is ""fleek""? &#128529;"
3.0,Y'all be letting ya side bitches in the house y'all trippin
3.0,"Y'all be giving the pooest bitches so much hype, stop it."
2.0,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
3.0,Y'all all some hoes
3.0,Y u a bitch doe?
3.0,Y se acab&#243;!! Mexico wins 3-0! That's my team bitches &#10084;&#65039;&#128154; #VIVAMEXICO
3.0,Y Rick such a weak hoe n this season? Not a good look fam
3.0,y give a bitch an inch when she rather have 9
3.0,x_x RT @LaDarinAintShit: Fat bitches with normal sized legs be looking like car keys.
3.0,wut spook me even more is its gon be dark when nigga drive outta hea..... im sick already
3.0,Wut a bitch
3.0,Wussup pussies ;) #ImBack #NewTwitter
1.0,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped."
0.0,wth is that playing missy? ........ i mean seriously? RT @mr_republicann: This movie gone be trash http://t.co/8BIppVUvzr
3.0,Wtf... 3 days &amp; 3 nights! If I go another day..... all I know is im going ape shit....
2.0,"Wtf, ""Show me the hoe facts"""
2.0,WTF is this chick singing the 7th inning stretch at the Giants game wearing? She's like a redneck Carmen Miranda. #nlds
1.0,WTF I'mma do about my legs Charlie Murphy...
3.0,Wtf I look like lying about knowing a bitch for ? If I don't know the hoe I don't know the hoe. TF it's SIMPLE &#128529;
3.0,Wtf for real now all these stupid bitches are cutting over some kid smoking pot? I can guarantee over half of them smoke pot themselves #smh
3.0,Wtf bitch
3.0,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame
2.0,Wrote the absolute worst paper of my life last week and still got a B+. Gotta love taking freshman English #retards
3.0,wow.... a bird just shitted on me
0.0,Wow. No yellow yet? = Pagenaud and Marco screwed. Maybe no yellow coming
2.0,wow! RT @Tendilkar: RT @LyricalSunset: RT @LilMissCuntCake: Some bitches just deserve to get punched. In the vagina.
2.0,"Wow, the whiggers at the Tea Party Nation banned me. I didn't even use any bad words! Maybe my racist founding father quotes did it..."
0.0,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant"
0.0,Wow redskins don't want this
2.0,Wow my dad just racked me what a fag
3.0,wow im gonna smoke myself retarded when i get home
3.0,wow im a bitch????? nice to fucking know.
3.0,Wow I swear I'm gonna cunt punch you
3.0,"Wow , that's a stupid bitch &#128514;&#128514;"
3.0,wouldn't be such a bitch if people didn't piss me off 24/7
2.0,Would've liked some more backup but I can handle myself against a gang of retards.
0.0,"Would you rather be a monkey or a gorilla? &#8212; Neither, they're both hairy! But if I had to choose, a monkey. They... http://t.co/h2RQF5OqWb"
2.0,Would you drink with a nigguh? Do you smoke weed?
0.0,Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ
3.0,worst thing a bitch can do &#8220;@loyalshawn: Bitches main reason for being in another nigga face is to get they nigga jealous . &#128078; Wack .&#8221;
0.0,Worlds biggest faggot lol
3.0,World War Z is on Netflix yasssss bitch yasssss
0.0,Working Saturday is for the birds #FML
3.0,Work right now is bitch
3.0,Work is such a bitch right now
3.0,Work be having a bitch enervated and shit.
3.0,"Work ,nigga fuck work!! It's Friday bitches, fuck Friday!! All about Saturday !!! Tomorrow will be epic!!"
3.0,Words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.
3.0,Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh
3.0,Word up doe! GM RT @shik702 Good morning....it's a celebration bitches!
3.0,Word to Ray Rice RT &#8220;@WinningAssNick: if I marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
0.0,Word to my bird! http://plixi.com/p/60040730
2.0,"Word RT @Maxin_Betha: And pussy RT @HumbltonBanks And snacks RT @Aerin_Marie: Ladies, keep beer (cont) http://t.co/ssb5ERhd"
0.0,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
0.0,wondertrade is the best pokemon feature ever. i just got a level 27 japanese wobbuffet for a level 4 beginning area trash pokemon
2.0,wonder if they gon have em for the low on nigger friday....
3.0,Won't step dad me hoe. Lol
0.0,"Won't catch me sneak dissing, thats fo the birds."
1.0,Women who are feminist are the ugly bitches who cant find a man for themselves
2.0,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die"
3.0,"Women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers I ain't turning shit down."
2.0,"Women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
3.0,women hate hoes becuz they fuckin up the economy
3.0,Women can't do something called live life.Apparently that's being a hoe.
2.0,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
3.0,Woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. Yeah fuck all you hoe ass niggas.
3.0,"Woke up the next morning like ""why in THEE FUCK did i donate my cheese to these skank hoes"" &#128532;"
3.0,Woke up feeling like a bitch. Gonna stop acting like a bitch over some weak shit and focus on myself now. Its me time bruh
